number;category;answer;question;m;ignore
10368;AARD;ile-de-france;in welke Fr.region ligt het departement Parijs ;2;
10369;AARD;illinois;van welke Am.staat is Springfield de hoofdstad;3;
10370;AARD;india;in welk land ligt de stad Mumbai;2;
10371;AARD;indianapolis;wat is de hoofdstad vd Am.staat Indiana;2;
10372;AARD;indonesie;in welk land vinden wij de vulkaan Kelut;3;
10373;AARD;indonesie;tot welk land behoort Celebes;2;
10374;AARD;iowa;van welke Am.staat is Des Moines de hoofdstad;3;
10375;AARD;iran;4 Midden-Aziatische staten met Koerden:Turkije,Syrie,Irak en ..;2;
10376;AARD;iran;in welk land vinden wij de toren Borj-e-milad (435 m.hoog);3;
10377;AARD;ishm;welke rivier stroomt door Tirana;3;
10378;AARD;israel;in welk land ligt de plaats Eilat;2;
10379;AARD;itaipudam;een na grootste stuwdam t.wereld in Paranarivier tussen Brazilie en Paraguay;3;
10380;AARD;ivoorkust;van welk land is Yamoussoukro de hoofdstad;3;
10381;AARD;jackson;wat is de hoofdstad vd Am.staat Mississippi;3;
10382;AARD;jamaica;waarvan is Kingston de hoofdstad;2;
10383;AARD;japan;in welk land vinden wij de vulkaan Unzen,uitb.1792;3;
10384;AARD;japan;welk land wordt bedoeld met Nippon;2;
10385;AARD;jayapura;hoofdstad van Papoea,thans prov.van Indonesie;3;
10386;AARD;jefferson city;wat is de hoofdstad vd Am.staat Missouri;3;
10387;AARD;jemen;van welk land is Sana de hoofdstad;2;
10388;AARD;jersey;van welk eiland is St.Helier de hoofdplaats;3;
10389;AARD;joch;in 2-talige It.Dolomieten passo of ... ;2;
10390;AARD;johannesburg;van welke stad is Soweto een voorstad;2;
10391;AARD;jordanie;in welk land ligt Akaba;2;
10392;AARD;joure;bel.plaats/waar staat gem.huis gemeente Scharsterland;3;
10393;AARD;juliana;naar wie is het kanaal tussen Maastricht en Maasbracht genoemd, geopend 1935;2;
10394;AARD;juneau;wat is de hoofdstad vd Am.staat Alaska;3;
10395;AARD;jutland;in welk deel van Denemarken liggen Arhus en Aalborg;2;
10396;AARD;kaapstad;regering van Zuid-Afrika zetelt in Pretoria,maar waar parlement;2;
10397;AARD;kaapverdie;van welk land is Praia de hoofdstad;3;
10398;AARD;kabul;hoofdstad Afganistan;1;
10399;AARD;kalahari;grootste woestijn in N-Afr.Sahara, welke in Zuidelijk Afrika;2;
10400;AARD;kameel;wat wordt bedoeld met het schip van de woestijn;1;
10401;AARD;kameroen;van welk land is Yaounde de hoofdstad;3;
10402;AARD;kampen;wijken:Flevowijk,Hanzewijk,Brunnepe;3;
10403;AARD;kampina;in welk natuurgebied stromen de Beerze en de Rosep;3;
10404;AARD;kansas;van welke Am.staat is Topeka de hoofdstad;3;
10405;AARD;kansas city;grootste en belangrijkste stad in Am.staat Missouri,maar niet hoofdstad;3;
10406;AARD;kantons;hoe noemt men de Zwitsere provincies;2;
10407;AARD;karakoram;tot welke bergketen (deel vd Himalaya) behoort de berg K2 ;3;
10408;AARD;karpaten;van welk groter berggebied maakt de Tatra deel uit;3;
10409;AARD;kaukasus;v. welk gebergte is de Elbruz de hoogste top;2;
10410;AARD;kazachstan;waarvan is Astana de hoofdstad;3;
10411;AARD;kenia;in welk land ligt Mombassa;2;
10412;AARD;kentucky;van welke Am.staat is Frankfort de hoofdstad;3;
10413;AARD;kerkrade;eindpunt van inmiddels opgeheven Miljoenenlijntje: Valkenburg... ;3;
10414;AARD;kerkrade;wijken:Rolduc,Kaalheide,Chevremont;3;
10415;AARD;kiel;wat is de hoofdstad van de Du.deelstaat Schleswig-Holstein;3;
10416;AARD;kiev;waar: Wladimirkathedraal,Svetsjnikovtheater,Marinskipaleis;3;
10417;AARD;kigali;wat is de hoofdstad van Ruanda;3;
10418;AARD;kimswerd;in welke Friese plaats vinden wij standbeeld Grote Pier;3;
10419;AARD;kingda ka;wat is hoogste achtbaan ter wereld (139 m.) in VS;3;
10420;AARD;kinshasa;hoofdstad Congo (vh Zaire);3;
10421;AARD;kirgizie;van welk land is Bisjkek de hoofdstad;3;
10422;AARD;koerden;welk volk zonder eigen staat woont in Turkije,Iran,Irak,Syrie;2;
10423;AARD;kongo;van welk land is Brazzaville de hoofdstad;2;
10424;AARD;kootwijk;ex-radiozendstation op de Veluwe;2;
10425;AARD;kopenhagen;waar vinden wij Tivoli en Lido;2;
10426;AARD;kralendijk;hoofdstad Bonaire;3;
10427;AARD;kreeft;hoe wordt de Noorderkeerkring ook wel genoemd, naar een dier;2;
10428;AARD;kreta;waar vinden wij langste kloof v.Europa,18 km.lang;3;
10429;AARD;krim,de;waar vinden wij de stranden van Jalta;2;
10430;AARD;kroatie;in welk land ligt Split;3;
10431;AARD;krul;bijnaam van het Amsterdamse urinoir vanwege de bijzondere vorm;2;
10432;AARD;la paz;welke Z.Am.hoofdstad/regeringszetel is de hoogste ter wereld;2;
10433;AARD;ladoga;wat is het grootste meer van Europa;3;
10434;AARD;lakhta center;wat is hoogste gebouw van Europa (468 m.);3;
10435;AARD;lancashire;in welk Eng.graafschap liggen Preston en Blackpool;3;
10436;AARD;landgraaf;welke plaats vormen Nieuwenhagen,Schaesberg en Waubach samen;3;
10437;AARD;langelo;bij welke Dr.plaats wordt gas opgeslagen in zoutkoepels;3;
10438;AARD;langstraat;in welke streek/regio  liggen Drunen en Waalwijk;2;
10439;AARD;lansing;wat is de hoofdstad vd Am.staat Michigan;3;
10440;AARD;laos;Gouden Driehoek is benaming voor grensgebied v.Birma,Thailand en ..;2;
10441;AARD;laren;welke plaats ligt zowel in NH als in Gelderland;2;
10442;AARD;las vegas;grootste en belangrijkste stad in Am.staat Nevada,maar niet hoofdstad;2;
10443;AARD;latium;van welke It.regio is Rome de hoofdstad;2;
10444;AARD;lauwersmeer;waarin mondt het Reitdiep uit;3;
10445;AARD;lava;koude vorm van magma;1;
10446;AARD;leeuwarden;"in welke stad een vd hoogste geb. in Ned.""Achmeatoren"" (115 m.)";3;
10447;AARD;leeuwarden;waar staat de Oldehove;2;
10448;AARD;leeuwarden;wijken:Huizum,Bilgaard,Camminghaburen;3;
10449;AARD;lefkosia;welke naam kreeg de hoofdstad van Cyprus in 1995;3;
10450;AARD;legakkers;stroken land waar gebaggerd veen werd gedroogd,kragen of ..;3;
10451;AARD;leiden;in welke stad/plaats vinden wij Pieterskerk en Hooglandsekerk;2;
10452;AARD;leiden;welke stad wordt bedoeld met de sleutelstad;2;
10453;AARD;leine;aan welke rivier ligt Hannover;3;
10454;AARD;lek;over welk water gaat veerdienst Schoonhoven-Gelkenes;2;
10455;AARD;lek;Rijn verandert bij Wijk-bij-Duurstede van naam. Welke;1;
10456;AARD;lelystad;in welke plaats vinden wij het Aviodrome;2;
10457;AARD;lemmer;bij welke plaats vinden wij het Woudagemaal,voork.op werelderfgoedlijst Ned.;3;
10458;AARD;leningrad;hoe heette Sint-Petersburg in de communistische periode;1;
10459;AARD;lesseps;wie groef het Panamakanaal;2;
10460;AARD;levadas;hoe worden de smalle irrigatiekanalen op Madeira genoemd;3;
10461;AARD;libanon;van welk land is Beirut de hoofdstad;1;
10462;AARD;liberia;van welk land is Monrovia de  hoofdstad;3;
10463;AARD;libreville;wat is de hoofdstad van Gabon;3;
10464;AARD;lichtstad;bijnaam van Eindhoven;1;
10465;AARD;limburg;in welke Ned.provincie ligt Mechelen;2;
10466;AARD;lincoln;wat is de hoofdstad vd Am.staat Nebraska;3;
10467;AARD;linge;aan welke rivier ligt Leerdam;2;
10468;AARD;lissabon;in welke stad vinden wij de wijk Alfama;3;
10469;AARD;lissabon;in welke stad vinden wij Vasco da Gamabrug, geopend 1998;2;
10470;AARD;litouwen;Baltische staten worden gevormd door Estland,Letland en ..;1;
10471;AARD;litouwen;waarvan is Vilnius de hoofdstad;2;
10472;AARD;little rock;wat is de hoofdstad vd Am.staat Arkansas;3;
10473;AARD;lobith;bel.plaats/waar staat gem.huis gemeente Rijnwaarden;3;
10474;AARD;lombardije;door welke landstreek stroomt de Po;2;
10475;AARD;lombardije;van welke It.regio is Milaan de hoofdstad;2;
10476;AARD;lome;wat is de hoofdstad van Togo;3;
10477;AARD;londen;bij welke stad ligt het vliegveld Gatwick;2;
10478;AARD;londen;waar vinden wij Hyde park;1;
10479;AARD;londen;waar vinden wij St.Pauls cathedral;1;
10480;AARD;los angeles;grootste en belangrijkste stad in Am.staat California ,maar niet hoofdstad;2;
10481;AARD;lotharingen;in welke Fr.region liggen de departementen Meuse en Moselle;2;
10482;AARD;louisiana;van welke Am.staat is Baton Rouge de hoofdstad;3;
10483;AARD;louisville;grootste en belangrijkste stad in Am.staat Kentucky,maar niet hoofdstad;3;
10484;AARD;luanda;hoofdstad Angola;3;
10485;AARD;luts;riviertje/watertje door Balk;3;
10486;AARD;luxemburg;welk land bestaat uit de streken Oesling en Gutland;2;
10487;AARD;luzern;in welke plaats brandde in 1993 de Kapelbrucke af;3;
10488;AARD;maaren;hoe worden de vulkaanmeren in de Eifel genoemd;2;
10489;AARD;maas;in welke rivier mondt de Ourthe uit;2;
10490;AARD;maas;over welk water gaat de Servaasbrug;2;
10491;AARD;maas;waarvan zijn de Jeker en Sambre zijrivieren;2;
10492;AARD;maas;welke rivier ontspringt in het Franse Pouilly;3;
10493;AARD;maastricht;in welke stad vinden wij de Servaasbrug;2;
10494;AARD;maastricht;waar Bonnefantenmuseum;2;
10495;AARD;maastricht;waar woonwagenkamp Vinkenslag;1;
10496;AARD;maastricht;wijken:Scharn,Nazareth,Sint-Pieter,Caberg;3;
10497;AARD;maastricht;wijken:Wijck,Heer,Malpertuis,Pottenberg;3;
10498;AARD;madagascar;van welk land is Antananarivo de hoofdstad;2;
10499;AARD;madagascar;wat is het grootste eiland van Afrika;2;
10500;AARD;madeira;waarvan is Funchal de hoofdstad;3;
10501;AARD;madison;wat is de hoofdstad vd Am.staat Wisconsin;3;
10502;AARD;madrid;van welke stad is Barajas het vliegveld;2;
10503;AARD;madurodam;hoe heet Ned. in miniatuur;1;
10504;AARD;magdeburg;wat is de hoofdstad van de Du.deelstaat Sachsen-Anhalt;3;
10505;AARD;magma;hete vorm van lava;2;
10506;AARD;maine;van welke Am.staat is Augusta de hoofdstad;3;
10507;AARD;mainz;wat is de hoofdstad van de Du.deelstaat Rheinland-Pfalz;2;
10508;AARD;malediven;dwergstaatje, best.uit 1190 koraaleilanden in Ind.oceaan ten z.w. van India,onafh.sinds 1965;3;
10509;AARD;maleisie;Borneo hoort deels bij Indon.Waartoe behoort het andere deel;2;
10510;AARD;maleisie;welk land bestaat uit 11 staten op Kra en 2 op Noord-Borneo;2;
10511;AARD;mall,the;hoe heet de weg (road) tussen Trafalgar square en Buckingham palace (zonder lidwoord);3;
10512;AARD;mallorca;wat is het grootste eiland van de Balearen;2;
10513;AARD;malta;in welk land vinden wij de tempel van Hagar-Qim;3;
10514;AARD;malta;waarvan is La Valetta de hoofdstad;2;
10515;AARD;malvinas;hoe noemen de Argentijnen de Falklandeilanden (zonder isla's);3;
10516;AARD;mammoth cave;naam grootste grottenstelsel op aarde in Kentucky;3;
10517;AARD;man;eiland tussen Engeland en Ierland;2;
10518;AARD;managua;hoofdstad Nicaragua;3;
10519;AARD;manama;wat is de hoofdstad van Bahrein;3;
10520;AARD;manche,la;Fr.naam voor het Kanaal/Nauw van Calais;2;
10521;AARD;manchester;grootste en belangr. stad in Am.staat New-Hampshire maar niet hoofdst.;3;
10522;AARD;manhattan;welk eiland vormt het centrum v.New-York;2;
10523;AARD;maori's;oorspronkelijke bewoners Nieuw-Zeeland;2;
10524;AARD;maputo;hoofdstad Mozambique;3;
10525;AARD;marmolada;wat is de hoogste berg van de Dolomieten;3;
10526;AARD;marokko;in welk land vinden wij de Todra-kloof;3;
10527;AARD;marokko;van welk land is Rabat de hoofdstad;2;
10528;AARD;marowijne;naam vd grensrivier tussen Suriname en Fr.Guyana;3;
10529;AARD;marsdiep;zeestraat tussen Den Helder en Texel;2;
10530;AARD;martinique;waar vinden wij de vulkaan Mont Pelee,uitb.1902;3;
10531;AARD;maryland;van welke Am.staat is Annapolis de hoofdstad;3;
10532;AARD;masqat;wat is de hoofdstad van Oman;3;
10533;AARD;massachussets;van welke Am.staat is Boston de hoofdstad;3;
10534;AARD;matterhorn;Duitse naam voor de Zwitserse berg Mont Cervin;3;
10535;AARD;mauretanie;van welk land is Nouakchott de hoofdstad;3;
10536;AARD;mecklenburg-vorpommern;van welke Du.deelstaat is Schwerin de hoofdstad;3;
10537;AARD;meent;gemeenschappelijk weide;2;
10538;AARD;mekong;welke rivier vormt het grootste deel vd grens tussen Thailand en Laos;2;
10539;AARD;menhirs;soort hunebedden in Bretagne;2;
10540;AARD;merapi;meest actieve vulkaan van Java, bet.berg van vuur;2;
10541;AARD;mergel;in Limburg voorkomende grondsoort, kalk met klei;2;
10542;AARD;meridianen;hoe worden de denkbeeldige lengtecirkels over aardbol genoemd;2;
10543;AARD;merwede;onder welke naam gaan Waal,Linge en (Afgedamde)Maas bij Gorinchem verder;3;
10544;AARD;messina;zeestraat tussen Sicilie en vasteland Italie (Calabrie) is straat van ..;3;
10545;AARD;miami;grootste en belangrijkste stad in Am.staat Florida,maar niet hoofdstad;2;
10546;AARD;michigan;van welke Am.staat is Lansing de hoofdstad;3;
10547;AARD;middelburg;Lange Jan = toren in Amersfoort en in ..;2;
10548;AARD;middernachtzon;zon aan Noordpool die niet ondergaat;1;
10549;AARD;midi-pyrenees;in welke Fr.region liggen de departementen Lot en Tarn;3;
10550;AARD;milaan;bij welke stad ligt het vliegveld Malpensa;2;
10551;AARD;milaan;wat is de hoofdstad van de It.regio Lombardije;2;
10552;AARD;miljoenenlijntje;naam van opgeheven NS-lijn tussen Valkenburg en Kerkrade ;3;
10553;AARD;milwaukee;grootste en belangrijkste stad in Am.staat Wisconsin maar niet hoofdstad;3;
10554;AARD;minneapolis;grootste en belangrijkste stad in Am.staat Minnesota,maar niet hoofdstad;2;
10555;AARD;minnesota;van welke Am.staat is St.Paul de hoofdstad;3;
10556;AARD;missisippi;waarvan zijn de Ohio en Arkansas zijrivieren;2;
10557;AARD;missouri;van welke Am.staat is Jefferson City de hoofdstad;3;
10558;AARD;mistral;koude noord/noordwest wind die in het Rhonedal kan waaien;1;
10559;AARD;moermansk;Russische oorlogshaven aan de Noordelijke IJszee  ;2;
10560;AARD;moezel;aan welke rivier ligt Trier;2;
10561;AARD;mogadisjoe;hoofdstad Somalie;3;
10562;AARD;moldau;over welke rivier gaat de Karelsbrug in Praag;2;
10563;AARD;moldau;welke rivier stroomt door Praag;2;
10564;AARD;moldavie;waarvan is Kisjinev/Chisinau de hoofdstad;3;
10565;AARD;molukken;tot welke Ind. eilandengroep behoort Ambon;1;
10566;AARD;molukken;tot welke Ind. eilandengroep behoren Boeroe en Halmahera;3;
10567;AARD;molukken;tot welke Ind. eilandengroep behoren Ceram en Ternate;2;
10568;AARD;mongolide;3 hoofdrassen (v.Eickstedt):europide,negroide en ...;3;
10569;AARD;monrovia;hoofdstad Liberia;2;
10570;AARD;montana;van welke Am.staat is Helena de hoofdstad;3;
10571;AARD;montenegro;waarvan is Podgorica de hoofdstad;3;
10572;AARD;montevideo;hoofdstad van Uruguay;2;
10573;AARD;montgomery;wat is de hoofdstad vd Am.staat Alabama;3;
10574;AARD;montpelier;wat is de hoofdstad vd Am.staat Vermont;3;
10575;AARD;morene;puin dat door een gletsjer met zich mee wordt gevoerd;2;
10576;AARD;moskou;in welke stad vinden wij de Basiliuskathedraal;2;
10577;AARD;mounties;hoe heten de karakteristieke Can.politie-agenten te paard;2;
10578;AARD;mozambique;van welk land is Maputo de hoofdstad;3;
10579;AARD;mumbai;huidige naam Bombay;2;
10580;AARD;munchen;wat is de hoofdstad van de Du.deelstaat Bayern;1;
10581;AARD;munroist;iem. die alle 284 bergen > 3000 voet in Schotland heeft beklommen;3;
10582;AARD;myanmar;van welk land is Naypyidaw sinds 2006 de hoofdstad,nieuwe landsnaam;2;
10583;AARD;myanmar;wat is de naam van Birma sinds 1989;2;
10584;AARD;namibie;in welk land ligt Walvisbaai;3;
10585;AARD;namibie;van welk land is Windhook de hoofdstad;2;
10586;AARD;nap;met welke term wordt de gemiddelde waterhoogte aangeduid;2;
10587;AARD;nashville;wat is de hoofdstad vd Am.staat Tennesee;2;
10588;AARD;nassau;hoofdstad Bahama's;3;
10589;AARD;naypyidaw;sinds 2006 nieuwe hoofdstad Birma/Myanmar;3;
10590;AARD;ndjamena;wat is de hoofdstad van Tsjaad;3;
10591;AARD;nebraska;van welke Am.staat is Lincoln de hoofdstad;3;
10592;AARD;negev;2e woestijn in Israel naast Sinai;2;
10593;AARD;negroide;3 hoofdrassen (v.Eickstedt):mongolide, europide en  ...;2;
10594;AARD;nepal;van welk land bestaat de vlag uit 2 driehoeken;2;
10595;AARD;neva;welke rivier stroomt door St.-Petersburg;3;
10596;AARD;nevada;in welke Am. Staat ligt Las Vegas;2;
10597;AARD;nevada;van welke Am.staat is Carson City de hoofdstad;3;
10598;AARD;new-hampshire;van welke Am.staat is Concord de hoofdstad;3;
10599;AARD;new-jersey;van welke Am.staat is Trenton de hoofdstad;3;
10600;AARD;new-mexico;van welke Am.staat is Santa Fe de hoofdstad;3;
10601;AARD;new-york;van welke Am.staat is Albany de hoofdstad;3;
10602;AARD;new-york;"wie of wat is de ""Big Apple""";2;
10603;AARD;niagara;rivier tussen Eriemeer en Ontoriomeer;2;
10604;AARD;niamey;wat is de hoofdstad van Niger;3;
10605;AARD;nicosia;welke naam had de hoofdstad van Cyprus voor 1995;2;
10606;AARD;nieuwe merwede;over welk water gaat veerdienst Biesbosch-Kop van t Land;3;
10607;AARD;nieuwzeeland;in welk land bevindt zich het Abel Tasman National Park;2;
10608;AARD;nieuwzeeland;in welk land vinden wij het nationaal park Tongariro;3;
10609;AARD;nieuw-zeeland;in welk land ligt Christchurch;2;
10610;AARD;niger;van welk land is Niamey de hoofdstad;3;
10611;AARD;nigeria;van welk land is Abuja sinds 2004  de hoofdstad;3;
10612;AARD;nijl;in welke rivier worden de (oorspr. 7 watervallen/stroomversnellingen cataracten genoemd ;3;
10613;AARD;nijmegen;in welke Ned.stad vinden wij amusementspark Tivoli;3;
10614;AARD;nijmegen;waar vinden wij de Pompekliniek;2;
10615;AARD;nijmegen;wijken:Hees,Hatert,Hazenkamp;3;
10616;AARD;nijmegen;wijken:Neerbosch,Dukenburg,Brakkenstein;3;
10617;AARD;noaberpad;naam van het LAW-pad door grensgebied Ned. en Duitsland;3;
10618;AARD;noordbrbant;Alphen is een plaats in Zuid-Holland, maar in welke provincie is ook een Alphen;3;
10619;AARD;noordholland;in welke provincie gem. Koggenland;2;
10620;AARD;noordholland;in welke provincie gem.Harenkarspel;3;
10621;AARD;noordoostpolder;1-3-2006 is 1e boom geplant v.Wendelbos.Waar komt dat nieuwe bos;2;
10622;AARD;noordoostpolder;6 gemeenten in Flevoland:Almere,Lelystad,Dronten,Zeewolde,Urk en ..;2;
10623;AARD;noord-ossetie;in welke deelrepubliek ligt Beslan waar sep.2004 gijzeling was;3;
10624;AARD;noordzee;in welke zee mondt de Elbe uit;2;
10625;AARD;noordzeekanaal;over welk water gaat veerdienst Spaarndam-Buitenhuizen;2;
10626;AARD;noorwegen;bij welk land hoort Spitsbergen;2;
10627;AARD;noorwegen;van welk land zijn Telmark, Hedmark en Oppland provincies;2;
10628;AARD;noorwegen;wat is het land v.d. fjorden;1;
10629;AARD;nordrhein-westfalen;van welke Du.deelstaat is Dusseldorf de hoofdstad;1;
10630;AARD;north-carolina;van welke Am.staat is Raleigh de hoofdstad;3;
10631;AARD;north-dakota;van welke Am.staat is Bismarck de hoofdstad;3;
10632;AARD;nouakchott;hoofdstad Mauretanie;3;
10633;AARD;nyassameer;aan welk meer ligt Malawi;3;
10634;AARD;oceanie;verzamelnaam voor Melanesie, Micronesie en Polynesie;2;
10635;AARD;oelanbator;hoofdstad Mongolie;3;
10636;AARD;oeral;van welk gebergte is de Narodnaja hoogste top;3;
10637;AARD;oeral;van welk gebergte zijn Telpotsis en Sablja hoge toppen;3;
10638;AARD;oesling;Luxemburg bestaat uit 2 streken: Gutland (zuiden) en ..;3;
10639;AARD;ohio;in welke Am.staat ligt Cleveland;2;
10640;AARD;ohio;van welke Am.staat is Columbus de hoofdstad;3;
10641;AARD;olympia;wat is de hoofdstad vd Am.staat Washington;3;
10642;AARD;omaha;grootste en belangrijkste stad in Am.staat Nebraska,maar niet hoofdstad;3;
10643;AARD;oman;waarvan is Masqat de hoofdstad;3;
10644;AARD;onderbanken;in welke gemeente ligt Schinveld;3;
10645;AARD;one world trade center;wat is hoogste gebouw vd VS (541 m.), vh Freedom Tower;3;
10646;AARD;ontariomeer;kleinste vd Grote Meren op grens Canada en VS;3;
10647;AARD;oostenrijk;in welk land vinden wij het paleis Schonbrunn;2;
10648;AARD;oosterschelde;over welk water gaat de Zeelandbrug;2;
10649;AARD;oosterschelde;over welk water gaat veerdienst Yerseke-Gorishoek;2;
10650;AARD;ooststellingwerf;in welke gemeente ligt/liggen Appelscha en Oosterwolde;3;
10651;AARD;oostzee;in welke zee liggen Rugen,Gotland,Bornholm;2;
10652;AARD;oostzee;in welke zee mondt de Wisla uit;2;
10653;AARD;opsterland;in welke gemeente ligt/liggen Beetsterzwaag en Gorredijk ;3;
10654;AARD;oranjekanaal;welk kanaal loopt van Oost naar West door Midden-Drenthe;2;
10655;AARD;oregon;van welke Am.staat is Salem de hoofdstad;3;
10656;AARD;orvelte;Drents museumdorp;2;
10657;AARD;otranto;zeestraat tussen Italie en Albanie (Adr.en Ionische zee) is straat van ..;3;
10658;AARD;ouagadougou;wat is de hoofdstad van Burkina Faso;3;
10659;AARD;oude maas;langs welke rivier liggen de Rhoonse en Carnisse grienden;3;
