number;category;answer;question;m;ignore
368;BIJB;adrianus-6;Wat was de pausnaam van de enige Nedederlandse paus in de geschiedenis?;3;
369;BIJB;al-aqsa moskee;Hoe heet de Islamitische moskee op de Tempelberg in Jeruzalem?;3;
370;BIJB;allah;Hoe noemen de Mohammedanen God?;1;
371;BIJB;allerheiligen;Wat wordt door de Roomskatholieken gevierd op 1 november?;2;
372;BIJB;amen;Met welk woord wordt een gebed afgesloten?;1;
373;BIJB;amos;Wat is het bijbelboek na Joel?;3;
374;BIJB;amsterdam;Waar bevindt zich kerkgebouw de Duif?;2;
375;BIJB;andreas;Wie was de 1e apostel van Jezus?;3;
376;BIJB;andreas;Aan welke apostel herinneren de 3 kruisen in het wapen van Amsterdam?;2;
377;BIJB;angelus;Wat kan kleppen in de verte?;2;
378;BIJB;anglicaanse;Onder welke naam is de Engelse Staatskerk (officieel Episcopale Kerk van Engeland) beter bekend?;1;
379;BIJB;anglicaanse;Welke kerk ontstond in 1534 toen Hendrik de 8e t.zin paus scheidde en hertrouwde;2;x
380;BIJB;antonius;Welke heilige roepen de Roomskatholieken aan als ze iets kwijt is?;2;
381;BIJB;apocalyps;Wat is de oorspronkelijk Griekse naam voor het laatste bijbelboek van het Nieuwe Testament?;2;
382;BIJB;apocriefe;Hoe worden de bijbelboeken genoemd die niet in de bijbel voorkomen (in tegenstelling tot de canonieke bijbelboeken)?;2;
383;BIJB;aramees;Welke taal werd ten tijde van Jezus in Palestina gesproken?;3;
384;BIJB;ararat;Hoe heet de berg waarop de ark van Noach strandde?;2;
385;BIJB;argentinie;Uit welk land is de huidige paus (Franciscus) afkomstig?;1;
386;BIJB;ark;Hoe heet de kist met Gods wet tijdens de woestijnreis door Israel?;2;
387;BIJB;armageddon;Waar wordt de laatste wereldslag volgens de Bijbel uitgevochten?;2;
388;BIJB;assissi;Naar welke Franciscus hebben de Franciscanen zich genoemd?;1;
389;BIJB;assissi;Naar welke Franciscus heeft de huidige paus zich genoemd?;1;
390;BIJB;atheist;Hoe wordt iemand genoemd die in geen enkele god gelooft?;1;
391;BIJB;augustijner;Tot welke monnikenorde behoorde Erasmus?;3;
392;BIJB;augustinus;Wie is de bekendste kerkvader?;2;
393;BIJB;augustus;Wie was keizer van het Romeinse rijk van 31 voor tot 14 na Christus?;1;
394;BIJB;augustus;Welke keizer gaf  bevel dat ieder (onder wie Jozef) zich moest inschrijven?;1;
395;BIJB;avignon;In welke Franse plaats resideerden de puase van ca. 1300-1400?;3;
396;BIJB;ayatollah;Wat is de titel voor kenners van de Islam voor sjiitische geestelijken (bijv. Khomeiny)?;2;
397;BIJB;babel;Bij de bouw van welke toren ontstond de spraakverwarring?;1;
398;BIJB;babylon;Waar bevonden zich in de oudheid 'de hangende tuinen'?;2;
399;BIJB;bartimeus;Wat is de naam van de bedelaar die door Jezus van blindheid werd genezen?;3;
400;BIJB;benedictijnen;Welke Roomkatholieke orde wordt vanwege de kleur van hun habijt 'de zwarte monniken' genoemd?;3;
401;BIJB;benjamin;Wie was de jongste zoon van aartsvader Jakob?;1;
402;BIJB;bergoglio;Wie was de opvolger van paus Benedictus-16 (niet z'n pausnaam, maar echte naam)?;3;
403;BIJB;bid en werk;Wwat betekent 'ora et labora'?;2;
404;BIJB;boeddha;Onder welke naam is Siddharta Gautama beter bekend?;2;
405;BIJB;booth,william;Wie is de oprichter van het Leger des Heils?;1;
406;BIJB;calvarie;In welke plaats werd Jezus gekruisigd (de Latijnse naam)?;3;
407;BIJB;calvijn;Fr.chr.theoloog tijdens de Reformatie,naar wie bel.prot.chr.stroming is gen.;2;x
408;BIJB;canonieke boeken;Wat isde tegenhanger van de apocriefe boeken?;2;
409;BIJB;ceder;Wanwege welke bomen werd Libanon geroemd?;2;
410;BIJB;celibaat;Hoe heet de 'ongehuwde staat' van geestelijken?;1;
411;BIJB;cham;Van welke zoon van Noach stammen de Afrikanen af?;2;
412;BIJB;christian science;Welke sekte, gesticht door Mary Baker Eddy in 1879, verplicht o.a. bidden i.p.v. medicijnen?;3;
413;BIJB;clarissen;Wat is de naam van e vrouwelijke tak van de orde der Franciscanen (bekend uit Gijsbrecht door de rei van …)?;3;
414;BIJB;conclaaf;Hoe wordt de bijeenkomst van de kardinalen genoemd waarin de paus wordt gekozen?;2;
415;BIJB;confucius;Hoe heet de stichter van de Chinese godsdienst?;2;
416;BIJB;constantijn;Wie wordt beschouwd als 1e Christelijke keizer va het Romeinse Rijk (jaar 313-391)?;3;
417;BIJB;dalai-lama;Hoe heet de geestelijk leider en hoogste priester in het Tibetaanse Boeddhisme?;2;
418;BIJB;daniel;Wie werd door God uit de leeuwenkuil gered?;2;
419;BIJB;david;Wie was de vader van Salomo?;2;
420;BIJB;delila;Wie was de geliefde van Simson?;2;
421;BIJB;deuteronomium;Hoe heet het 5e bijbelboek van het Oude Testament?;2;
422;BIJB;diakenen;Tot de kerkenraad behoren de predikant(en),ouderlingen en … ?;2;
423;BIJB;discipelen;Hoe worden de 12 leerlingen / volgelingen van Jezus genoemd (niet apostelen)?;1;
424;BIJB;dode zee;In welke zee mondt de Jordaan uit?;2;
425;BIJB;dominicanen;Wat is de officiele naam van de kloosterorde, gesticht d. Sp. Guzman, ook bekend als de predikheren?;3;
426;BIJB;dordrecht;Op welke synode (in 1618) werd besloten de Bijbel in het Nederlands te vertalen?;2;
427;BIJB;duif;Welk dier liet Noach als eerste uit de ark voor onderzoek?;1;
428;BIJB;eden;Paradijs is de hof van … ?;1;
429;BIJB;een;Hoeveel volle broers had Jozef?;2;
430;BIJB;efraim;Jozef had 2 zonen: Manasse en … ?;2;
431;BIJB;eindhoven;iIn welke plaats vinden wij de Anwar-e-medina-moskee?;3;
432;BIJB;eisleben;Wat is de geboorteplaats van Luther?;3;
433;BIJB;el tahweed;A'damse moskee J.Hanzenstr. Oud-West,die div.keren in opspraak is geweest;3;x
434;BIJB;elia;Wwelke profeet werd in het Oude Testament tijdens hongersnood door raven gevoed?;2;
435;BIJB;elia;Welke profeet bestreed de Baalpriesters op de berg Karmel?;2;
436;BIJB;elia;Welke profeet voer ten hemel met vurige wagen en paarden?;2;
437;BIJB;elisa;Door welke profeet werd Naaman van melaatsheid genezen?;3;
438;BIJB;elisabeth;Wie was de moeder van Johannes de Doper?;2;
439;BIJB;emeritus;Hoe wordt een geestelijke die met pensioen is genoemd?;2;
440;BIJB;eminentie;Wat is de aanspreektitel van een kardinaal?;2;
441;BIJB;encycliek;Hoe heet een pauselijk rondschrijven, waarin hij de leer van de kerk verkondigt?;1;
442;BIJB;epifanie;Onder welke naam is Driekoningen bekend (bijvoorbeeld in Zweden)?;3;
443;BIJB;episcopaat;Het heten de gezamenlijke bisschoppen?;2;
444;BIJB;epitaaf;Hoe heet een opschrift op een grafsteen, grafschrift of … ?;3;
445;BIJB;essenen;Wat is de 3e Joodse sekte naast de Farizeeen en Sadduceeen … ?;2;
446;BIJB;esther;Hoe heet het bijbelboek tussen Nehemia en Job?;2;
447;BIJB;eucharistie;Hoe wordt het avondmaal bij de Room Katholieken genoemd?;2;
448;BIJB;eva;Wie was de moeder van Abel?;1;
449;BIJB;evangelie;Hoe is het Griekse woord voor goede of blijde boodschap in de Nederlandse bijbel vertaald?;2;
450;BIJB;evangelisten;Mattheus, Marcus, Lucas en Johannes zijn de 4 … ?;1;
451;BIJB;exegese;Wat is de naam van de uit het Grieks afgeleide benaming voor bijbeluitleg?;2;
452;BIJB;exodus;Iin welk bijbelboek van het Oude Testament wordt de uittocht naar Israel uit Egypte beschreven?;1;
453;BIJB;exorcist;Hoe wordt een 'duiveluitbanner' ook genoemd?;2;
454;BIJB;eyk,wim;Wie was de opvolger van Simonis als aartsbisschop van Utrecht (2007 / 2008)?;3;
455;BIJB;eyk,wim;Wie is de bisschop van het bisdom Utrecht?;3;
456;BIJB;ezau;De Bijbelse figuur Edom is beter bekend ondere andere naam. Welke naam is dat?;2;
457;BIJB;ezau;Wie is de oudste zoon van aartsvader Izaak?;2;
458;BIJB;ezau;Wie is de oudste zoon van Izaak en Rebecca?;2;
459;BIJB;ezau;Wie verkwanselde volgens de bijbel zijn eerstgeboorterecht?;2;
460;BIJB;ezau;Wie is de broer van Jacob, die zijn eerstgeboorterecht weggaf voor een bord soep?;1;
461;BIJB;ezau;De zoons van Izaak waren: Jacob en … ?;1;
462;BIJB;ezechiel;Wie was de 3e grote profeet naast Jesaja en Jeremia … ?;3;
463;BIJB;ezra;Welk bijbelboek volgt op Kronieken (tussen Kronieken en Nehemia)?;3;
464;BIJB;filistijnen;Tegen welk volk streed Simson?;2;
465;BIJB;franciscanen;Welke kloosterorde wordt bedoeld met de minderbroeders?;2;
466;BIJB;gabriel;Welke engel kondigde de geboorte van Johannes de Doper en Jezus aan?;2;
467;BIJB;galilea;Hoe wordt het Noordelijk deel van Palestina in het Oude Testament genoemd?;3;
468;BIJB;geld;Wat wordt verstaan onder 'de Mammon'?;2;
469;BIJB;gelijkenissen;Hoe heten de verhalen van Jezus (bijv. 'de verloren zoon / de rijke dwaas')?;2;
470;BIJB;genesis;Hie heet het eerste bijbelboek van het Oude Testament?;1;
471;BIJB;gethsemane;Hoe heet het hof waar Jezus zijn laatste nacht doorbracht?;3;
472;BIJB;gijsen;Wie was tot begin jaren 90 de aartsconservatieve bisschop van Roermond?;2;
473;BIJB;godfried v.bouillon;Onder wiens leiding stond de 1e kruistocht in 1099 (inclusief voornaam)?;2;
474;BIJB;golgotha;Op welke berg werd Jezus gekruisigd (protestantse naam)?;1;
475;BIJB;gomarus;Wie was de tegenstander van Arminius?;3;
476;BIJB;gomorra;Wat hoort bij Sodom?;1;
477;BIJB;gregorius;Welke paus is stichter van de Kerkelijke Staat (naast geestelijk leider ook wereldlijk leider)?;3;
478;BIJB;hadj;Hoe heet de bedevaart naar Mekka die iedere Islamiet 1x moet maken?;2;
479;BIJB;haram;Wat is het tegenovergestelde van rein (halal) bij moslims (onrein dus)?;3;
480;BIJB;hebreeuws;In welke taal is het Oude Testament geschreven?;1;
481;BIJB;hendrik-8;Welke koning was de stichter van de Anglicaanse kerk?;2;
482;BIJB;henoch;Wie wandelde (volgens de bijbel) met God?;2;
483;BIJB;herodes;Wie was de opdrachtgever voor de kindermoord in Bethlehem in jaar 0?;2;
484;BIJB;hindoeisme;Wat is de oudste godsdienst ter wereld (80% van de  bevolking van India behoort hiertoe)?;1;
485;BIJB;ibrahim;hHoe wordt aartsvader Abraham in de Koran genoemd (voornaam Afellay)?;2;
486;BIJB;ierland;Van welk land is Saint Patrick de beschermheilige?;2;
487;BIJB;imam;Hoe heet de voorganger in de moskee (de prediker)?;1;
488;BIJB;immanuel ;Wat is de Hebreeuwse term voor 'God met ons' (tevens voornaam van filosoof Kant)?;2;
489;BIJB;in den beginne;Wat zijn de eerste drie woorden van de bijbel (het Oude Testament)?;1;
490;BIJB;inquisitie;Welke Roomskatholieke instelling, opgericht om ketters te vervolgen wordt ook de 'Raad van Beroerten' genoemd?;2;
491;BIJB;introitus;Hoe heet het gezang van het koor bij de mis bij intrede priester (maakt ook deeluitmakend van de dodenmis)?;2;
492;BIJB;isai;Wie was de vader van David?;3;
493;BIJB;iskarioth;Wat was de achternaam van Judas, de verrader van Jezus?;2;
494;BIJB;islamabad;In welke stad vinden wij de Rode Moskee (rood basalt)?;2;
495;BIJB;ismael;Hoe heet de zoon van Abraham en Hagar?;2;
496;BIJB;istanbul;Waar vinden wij de Sultan Achmedmoskee (ook wel Blauwe Moskee genoemd)?;2;
497;BIJB;itala;Er zjn 2 Latijnse bijbelvertalingen in het Oude Testament:Vulgata en … ?;3;
498;BIJB;izaak;Wie was de zoon van Abraham die geofferd moest worden?;2;
499;BIJB;jacob;Wie was de jongste zoon van aartsvader Izaak?;2;
500;BIJB;jacob;Wwie had 12 zonen met Ruben als oudste (en Benjamin als jongste)?;2;
501;BIJB;jafeth;Van welke zoon van Noach stammen de Europeanen af?;2;
502;BIJB;jehova-getuigen;Van welke religieuze groepering / sekte was CT Russell de stichter / grondlegger?;2;
503;BIJB;jeremia;Aan welke profeet in het Oude Testament worden de Klaagliederen toegeschreven?;1;
504;BIJB;jericho;Van welke plaats vielen de muren door er 8 keer omheen te lopen?;2;
505;BIJB;jeruzalem;In welke stad bevindt zich de Al-Aqsa moskee?;2;
506;BIJB;jesaja;In het Oude Testament zijn 3 grote profeten: Ezechiel, Jeremia en … ?;2;
507;BIJB;jihad;Wat is de naam van de heilige oorlog van de Moslims tegen de ongelovigen?;1;
508;BIJB;job;Wie was volgens het Oude Testament de armste man (nog steeds Nederlandse uitdrukking zo arm als …) ?;1;
509;BIJB;johannes;Wat is de meest voorkomende pausnaam?;2;
510;BIJB;jonathan;Wie was de grootste vriend van David?;2;
511;BIJB;jozef;Welke zoon van Jacob werd onderkoning van Egypte?;2;
512;BIJB;jozua;Wie was de opvolger van Mozes tijdens woestijnreis naar Israel (en na de dood van Mozes leider van Israel). Het is ook een Bijbelboek?;2;
513;BIJB;kaaba;Wat is de naam van het heiligdom in Mekka met de zwarte steen?;2;
514;BIJB;kajafas;Wie was de hogepriester die Sanhedrin voorzat bij de berechting Jezus?;3;
515;BIJB;kameel;Wat gaat makkelijker door oog naald dan rijke naar Kon.der Hem.;2;x
516;BIJB;kampen;In welke Nederlandse plaats vinden we 2 theologische Gereformeerde universiteiten?;2;
517;BIJB;koran;Hoe heet het heilige boek van de Islam?;1;
518;BIJB;laban;Wie was de vader van Lea en Rachel?;3;
519;BIJB;laren;de enige plek in Ned.boven de rivieren waar een processie over openbare weg is toegest.;3;x
520;BIJB;lazarus;Wie werd door Jezus uit de doden opgewekt?;1;
521;BIJB;lea;Wie was de 1e vrouw van Jacob?;2;
522;BIJB;lea;Wie was de zuster van Rachel?;2;
523;BIJB;leviticus;Wat is het 3e bijbelboek van het Oude Testament?;2;
524;BIJB;linden,nico ter;Wie is auteur van 'het verhaal gaat', een nieuwe bijbelvertaling?;2;
525;BIJB;linzensoep;o geef mij van dat rode dat rode daar ...' waarover gaat dit?;2;
526;BIJB;lot;Wiens vrouw versteende bij de redding uit Sodom?;2;
527;BIJB;lou;Welke Muiderberger was belichaming van Christus op aarde?;2;
528;BIJB;lucas;De 4 evangelisten van het Nieuwe Testament zijn Mattheus, Marcus, Johannes en … ?;1;
529;BIJB;lucas;Wie van de evangelisten uit het Nieuwe Testament was dokter?;2;
530;BIJB;lucifer;Wat is de naam voor satan als de gevallen engel (letterlijk 'lichtbrenger')?;2;
531;BIJB;madrassa;Wat is het Arabische woord voor school,waar Islam wordt onderwezen (hier 'Koranschool' genoemd)?;3;
532;BIJB;maleachi;Wat is het laatste bijbelboek van het Oude Testament?;3;
533;BIJB;mattheus;De 4 evangelisten van het Nieuwe Testament zijn Marcus, Lucas, Johannes en … ?;1;
534;BIJB;mattias;Door wie werd Judas - de verrader van Jezus - na zijn zelfmoord, als discipel opgevolgd?;3;
535;BIJB;medina;Wat is de 2e heilige stad van de Islam in Saoudi-Arabie naast Mekka?;2;
536;BIJB;mekka;Wat is de heilige stad van de Islam?;1;
537;BIJB;melchior;De driekoningen waren: Casper, Balthazar en … ?;3;
538;BIJB;mirjam;Wie was de zuster van Mozes en Aaron?;3;
539;BIJB;monotheist;Hoe wordt iemand genoemd die gelooft in 1 god?;2;
540;BIJB;mormonen;Welke sekte komt uit Salt Lake City?;2;
541;BIJB;mormonen;Wat is de bekendere naam van de sekte 'Heiligen der laatste dagen'?;2;
542;BIJB;mozes;Welke bijbijlse figuur werd gevonden in een biezen kistje in Nijl?;1;
543;BIJB;naaman;Wie werd door Elisa van melaatsheid genezen?;3;
544;BIJB;naomi;Wie is de schoonmoeder van Ruth?;3;
545;BIJB;napoleon;Met wie sloot paus (Pius de 7e) in 1801 het zogenaamde Concordaat?;2;
546;BIJB;nazareth;In welke plaats bracht Jezus zijn jeugd door?;2;
547;BIJB;nazareth;In welke plaats was Jozef timmerman?;2;
548;BIJB;negenhonderd69;Hoe oud (in jaren) werd Methusalem volgens het Oude Testament?;3;
549;BIJB;nehemia;Welk bijbelboek volgt na Ezra?;2;
550;BIJB;nepal;In welk land ligt Lumbini, de geboorteplaats van Boeddha?;3;
551;BIJB;nero;Door welke Romeinse keizer werden Paulus en Petrus in Rome ter dood gebracht?;1;
552;BIJB;nicodemus;Iemand die niet openlijk voor geloofsovertuiging uitkomt, genoemd naar … ?;3;
553;BIJB;nicolaas;De beschermheilige van Amsterdam (zonder Sint)?;2;
554;BIJB;nietsche;Van wie is de uitspraak 'God is dood' afkomstig?;2;
555;BIJB;nijl;In welke rivier werd Mozes in een biezen kistje gevonden?;1;
556;BIJB;niqaab;Hoe heet de sluier gedragen door Islamischevrouwen die alleen ogen onbedekt laat?;3;
557;BIJB;nirwana;Wat is in het Boeddhisme de hoogste staat die een mens kan bereiken (het doel)?;3;
558;BIJB;noach;Wie is vader van Sem, Cham en Jafeth?;2;
559;BIJB;novice;Hoe wordt een meisje genoemd die een proefjaar doorbrengt in een klooster?;2;
560;BIJB;numeri;Wat is de naam van het 4e bijbelboek van het Oude Testament?;2;
561;BIJB;obadja;Welk bijbelboek komt na Amos?;3;
562;BIJB;olijfberg;Vanaf welke plek voer Jezus ten hemel?;2;
563;BIJB;olijftak;Waarmee kwam de duif die Noach losliet uit de ark terug?;2;
564;BIJB;onbevlekte ontvangenis;Hoe wordt de maagdelijke zwangerschap van Maria genoemd?;2;
565;BIJB;ontwaakt;Hoe heette de populair-propagandistische variant van de Wachttoren, het tijdschrift van de Jehova-getuigen?;3;
566;BIJB;oosters-orthodoxe;Chr.kerk scheurde 1054: aan de ene kant RK-kerk,maar wie aan de andere;2;x
567;BIJB;openbaringen;Wat is de Nederlandse naam voor het laatste bijbelboek van het Nieuwe Testament?;1;
568;BIJB;ora et labora;Wat is de Latijnse term voor 'bid en werk'?;2;
569;BIJB;orthodox;Wat is het tegenovergestelde van vrijzinnig? rechtzinnig of … ?;2;
570;BIJB;osservatore romano;Wat is de naam van het dagblad dat wordt uitgegeven door het Vaticaan?;3;
571;BIJB;oudenbosch;In welke Nederlandse plaats bevindt zich replica van de Sint Pieter in Rome?;2;
572;BIJB;patmos;Op welk eiland kreeg Johannes de Openbaringen?;3;
573;BIJB;pentateuch;Wat is de Griekse benaming voor de eerste 5 boeken van het Oude Testament?;2;
574;BIJB;petrus;Wie verloochende Jezus driemaal?;1;
575;BIJB;pilatus;Wie waste zijn handen in onschuld?;2;
576;BIJB;polen;Uit welk land was paus Johannes Paulus-2 afkomstig?;1;
577;BIJB;pontius pilatus;Wie was de Romeinse stadhouder van Judea tijdens leven van Jezus?;2;
578;BIJB;potifar;Bbij wie was Jozef slaaf, toen hij verleid werd door diens vrouw?;3;
579;BIJB;prior;Hoe wordt de plaatsvervanger van de abt in een abdij genoemd?;2;
580;BIJB;rabbijn;Wat is de naam van ee Joodse leraar, vergelijkbaar met dominee of priester?;2;
581;BIJB;rachab;Hoe heette de vrouw die spionnen van Israel verborg bij de verovering van Jericho?;2;
582;BIJB;rachel;Wie was de moeder van Jozef en Benjamin?;2;
583;BIJB;rachel;Wie was de zuster van Lea?;2;
584;BIJB;ramadan;Hoe heet de vastenmaand in de Islam?;2;
585;BIJB;ramses;Wie was de farao tijdens de onderdrukking van de Israelieten in Egype?;3;
586;BIJB;ratzinger;Hoe heet de Duitse kardinaal, die Johannes Paulus-2 als paus opvolgde?;1;
587;BIJB;raven;Door welke vogels werd Elia tijdens hongersnood gevoed?;3;
588;BIJB;rebecca;Wie was de vrouw van Izaak?;2;
589;BIJB;rebecca;Wie was de moeder van Jakob en Ezau?;2;
590;BIJB;rector;Hoe wordt de geestelijk leider van een zusterklooster genoemd (meestal priester van de mannelijke tak van de orde)?;3;
591;BIJB;relikwieen;Hoe worden de vereerde overblijfselen van heiligen of voorwerpen die met hun lichaam in contact zijn geweest genoemd?;2;
592;BIJB;remonstranten;Hoe heten de aanhangers van Arminius, Arminianen of … ?;3;
593;BIJB;requiem;Hoe heet de mis die in katholieke erediensten wordt opgedragen voor de doden (o.a. Allerzielen). Latijns voor rust … ?;1;
594;BIJB;rib;Uit welk lichaamsdeel van Adam maakte God Eva volgens de bijbel?;2;
595;BIJB;richter;Wat was in het Oude Testament de functie van Gideon, Jefta, Othniel? (ook bijbelboek);3;
596;BIJB;richteren;Welk bijbelboek volgt op Jozua?;2;
597;BIJB;rode zee;Welke zee wordt bedoeld met de Schelfzee?;2;
598;BIJB;rots;Wat betekent Petrus (Grieks: petra)?;2;
599;BIJB;rozenkrans;Hoe wordt het Roomskatholeike gebed genoemd dat bestaat uit 15x Onzevader en 150x Weesgegroet?;3;
600;BIJB;ruben;Wie is de oudste van de 12 zonen van aartsvader Jacob?;2;
601;BIJB;ruth;Welk bijbelboek komt na Richteren?;2;
602;BIJB;sacramenten;Wat is de verzamelnaam voor de 'kerkelijke handelingen' (doop, avondmaal, vormsel)?;2;
603;BIJB;sacristie;Hoe heet de ruimte in de Roomskatholieke kerk waar gewaden, boeken e.d. worden bewaard?;3;
604;BIJB;salome;Hoe heette de dochter van Herodes, die het hoofd Johannes de Doper eiste?;2;
605;BIJB;salomo;Wie was de zoon van David en Bathseba?;2;
606;BIJB;salomo;Naar welke Israelische .koning is een wijs oordeel genoemd?;1;
607;BIJB;sara;Wie was de moeder van Izaak?;2;
608;BIJB;saul;Wie was de 1e koning van het Israelische volk?;3;
609;BIJB;saul;Wie was de vader van Jonathan (vriend van David)?;2;
610;BIJB;saul;Wie was de voorganger van David als koning van Israel?;2;
611;BIJB;saulus;Hoe heette Paulus voor zijn bekering?;2;
612;BIJB;scharlaken koord;Hoe heet de christelijke organisatie die zich bezighoudt met hulp aan prostituees?;3;
613;BIJB;scientology;Van welke religie is L. Ron Hubbard de grondlegger?;3;
